GENE	GeneLength
GOLGA7	1945
XK	5076
PCOLCE2	4438
CD48	1179
CLPX	2885
TRABD	4464
MOV10L1	4133
FAM116B	4607
CD83	2143
TMEM27	1389
ACE2	3578
GZMB	1418
GZMF	906
GZMN	953
C4A	5371
AGER	1876
ATF6B	2566
EGFL8	1478
NOTCH4	6591
PPT2	1750
PRRT1	1940
RNF5	1238
FAM163A	3882
CACFD1	2689
HIVEP2	9766
2310057J18RIK	1445
ARNT	4325
ITGA2	4214
MOCS2	2116
NAT9	1204
LPL	4115
ATP6V0E	2812
NKX2-5	1525
ZFP318	7850
TTBK1	6959
SRF	4093
GATA3	3215
GATA5	3277
LAMA5	11388
STEAP1	1230
STEAP2	10089
HSPA8	3158
SERAC1	4007
AWAT1	1390
PDZD11	1626
PSMA2	944
MRPL32	768
SETDB1	5652
ANXA9	1872
ARNT2	5988
PRUNE	3140
LASS2	2205
NLRP5	3508
CAPZA2	3678
PLEKHO1	1931
VPS45	2637
PRPF3	2933
ANP32E	3274
APH1A	2863
TAB2	4380
PPIL4	3471
CNIH	1570
EPS8	4567
MED22	3506
ABO	1811
SURF1	1173
MED28	4568
QDPR	1400
GNRH1	521
TNR	4424
SQSTM1	2673
NFE2L2	2475
RXRG	2110
RXRA	4905
ADAMTSL4	4036
FCRLS	2273
CD5L	2037
PRPSAP1	1841
FAM184B	4122
NCAPG	3973
LCORL	5708
LTA4H	2066
AMDHD1	2421
DSTN	1911
H2AFY	4018
GTF2IRD2	3482
BOLA1	995
GATSL2	7367
FCGR1	2589
NCF1	2882
WNT11	3451
ADSS	2771
1700016C15RIK	768
IL17RB	2575
CACNA1D	9054
CHDH	5629
ACTR8	2121
LRRC27	2113
STK32C	2206
FNTA	1874
SKIV2L2	3309
LBP	2525
CELSR1	11050
FLI1	3108
STARD13	5544
TENM1	12879
CAMK1G	2468
DIEXF	5548
HSD11B1	1583
SYT14	1731
H2-M3	1438
LONRF3	2911
ATP5E	1697
TH1L	2280
TUBB1	1406
CTSZ	1441
SLMO2	1553
SERTAD4	3403
H2-M2	1550
UBE2A	1662
SLC25A5	1240
ATP1B4	4201
PPDPF	1160
KCNQ2	8098
EEF1A2	2084
COL20A1	4189
PLS3	3242
MPPED2	2848
NKAP	4230
NDUFA1	419
WT1	3090
E2F3	4702
CR1L	1661
PPFIBP1	5118
CD46	1828
CD34	2621
5033414D02RIK	1020
CD274	3622
PDCD1LG2	1645
GTF3A	1970
MTIF3	4927
LNX2	4557
IL19	1021
DYRK3	2072
MAPKAPK2	2567
IL10	1310
LAMP2	3604
ATXN10	2425
FOXRED2	4793
EIF3D	1910
H3F3B	2514
NUP50	4741
PHF21B	3639
NLRP14	3272
IFT27	1012
PACSIN2	3732
CMAH	9727
TTLL12	3575
BIK	943
SCUBE1	7824
TOX4	5340
MRPS18C	820
SULF1	4624
SRSF6	3527
PLCG1	5107
KCTD2	2649
TMPRSS6	3191
KCTD5	2443
POM121L2	4721
ETAA1	4185
MATN4	4113
SVS4	731
SVS6	535
SLPI	876
SVS3A	1195
SVS5	628
RBPJL	4908
SDC4	2458
CCDC70	1054
IL13RA1	3712
PRL5A1	1061
NBR1	4789
CYTH1	3179
RND3	2967
BRCA1	6572
GAST	460
CNTNAP1	5440
NT5C3L	1635
COA3	886
ZPBP2	1577
GSDMA	2726
MED24	4577
GSDMA2	1673
PSMD3	2894
EXOSC10	2816
GLOD4	4203
VPS53	2833
TAOK1	12409
DNTTIP1	1664
TNNC2	700
ACOT8	1276
CD300LG	2737
SPINT4	751
PYY	555
MPP2	4089
PPY	500
VTN	1744
NLK	4444
TRAF4	3223
ALDOC	2786
STAC2	3050
RPL19	751
NEK8	2882
CACNB4	8225
PLXDC1	2881
ARL5B	6939
ZFP207	3279
PSMD11	2975
C1QTNF1	2532
PIPOX	1998
TIMP2	3709
ZC3H18	4789
TOP2B	5660
RARB	3034
IGFBP4	3831
CDC6	4802
SUZ12	4373
ATAD5	7272
CRLF3	2396
KRT27	1550
TNS4	4755
TNFAIP1	3768
ABR	5394
RAB11FIP4	7156
CD40	2986
SLC35C2	2042
ZFP334	8205
ELMO2	4695
WSB1	2476
TTPAL	4522
RHOT1	4260
HNF4G	4155
RHBDL3	3736
ADA	1688
SERINC3	3683
THA1	2686
PGS1	3113
BIRC5	3334
AFMID	2327
TRP53TG5	934
PIGT	2611
WFDC2	849
ETV4	2395
EPPIN	778
DBNDD2	3597
MMP9	3175
SLC12A5	6024
GHDC	2462
PLTP	2226
SLC12A7	5131
CTSA	3674
ZSWIM1	2705
SLC12A4	3832
SPATA25	786
MYO1C	4718
CRK	4290
COX7C	709
PITPNA	3761
MLX	1965
FAM134C	3229
JPH2	4211
DHX58	2412
RAB5A	2357
HSPB9	726
NKIRAS2	2097
PPP2R5C	4224
IFT52	2248
MYBL2	3651
SGK2	3034
EYA2	2460
BC034902	2316
PRL3C1	852
B4GALT5	4210
GDAP1L1	2475
HNF4A	4362
PTGIS	2107
CADPS2	4969
DDX27	2714
CYTH3	3738
CYTH4	2791
RAC3	1076
RRP7A	4363
CYB5R3	2547
INTS2	5906
MED13L	9293
HIST1H2BC	736
BAIAP2L2	2276
MAFK	3097
MED1	8024
ERBB3	6016
STARD3	2170
IKZF3	4607
MFNG	1865
VMP1	2787
UCHL5	1851
GLRX2	3515
TROVE2	8738
STK4	5232
WFDC15B	571
PMP22	1822
GDF9	1793
ZCCHC10	1267
PRL8A2	926
TBX5	3941
PSMB6	966
SPAG7	1159
PFN1	1997
TOMM34	2302
YWHAB	3013
KSR1	5495
GPX3	1594
ANXA6	2489
IL12RB2	2998
ZKSCAN6	2302
KPNA2	2054
SMURF2	5290
CCDC45	2696
VEZF1	4583
CUEDC1	3180
SRSF1	5362
ABI3	4006
SHROOM1	4548
KIF3A	3161
42255	4563
MTMR4	5753
MRM1	2477
MAPT	5253
KANSL1	5510
GID4	4283
MYO1B	5052
DHX40	3763
YPEL2	4847
AKAP1	3828
NOL11	3158
DERL2	4369
C1QBP	1998
RPAIN	1100
6330403K07RIK	1494
SLC13A3	3524
KCNAB3	2538
CHD3	7261
KDM6B	6654
1700125H20RIK	966
APPBP2	6463
WNT9B	4518
ADORA2B	1845
NCOR1	9037
TRPV2	3671
CENPV	1032
PCGF2	2485
CWC25	3105
1700001P01RIK	624
PIP4K2B	5053
TRIM37	5632
YBX2	1673
CTDNEP1	1627
ELP5	1454
SLC2A4	3193
GABARAP	1351
CLDN7	1335
2810408A11RIK	2223
PHF23	2214
ACADVL	2168
DNAHC11	14072
G3BP1	6703
ATOX1	541
GLRA2	3150
SPARC	2300
GLRA4	1831
SMCR7	2522
TBX3	4982
MMP20	3276
MMP7	1068
CRHR1	2460
DUSP14	1571
TADA2A	2151
IKZF1	5163
FAM115E	3110
PNPO	2573
COG1	3935
CBX1	2377
CDK5RAP3	2250
COPZ2	1045
SLC25A39	1685
SP2	3055
AATF	1992
LHX1	4633
DYNC1H1	14342
CPSF4L	1375
PEX12	2729
NDEL1	2382
SLC25A35	3648
ZBTB4	7811
BC096441	2232
MPDU1	1321
FXR2	2951
ATP5G3	862
CD68	1230
AMAC1	1618
ACSL1	5632
ABCA5	8231
SMYD4	3517
LSP1	2665
ZFYVE27	5611
AVPI1	1044
SFRP5	1900
MYH11	6632
RAD51L3	3547
FNDC8	2166
UNC45B	4152
PANK3	7376
RARS	2109
WWC1	4531
ICT1	2596
FDXR	1948
OTOP3	2422
SULT4A1	2383
PNPLA5	1694
MRPL45	2431
MB	1106
IRF1	2137
SLC22A5	3062
P4HA2	3060
ALOX12E	2422
ARRB1	7135
IL3	629
CSF2	800
TM4SF5	1000
CXCL16	2699
PELP1	3435
MED11	902
ALOX15	2409
GM11435	1875
CCL6	1440
CCL4	660
GM16515	4179
MAP2K3	2198
YWHAH	1764
HOXB1	2086
SART3	3586
E2F2	4739
SLFN3	1816
NARS2	3781
SLC35B4	6253
DNAHC1	12872
DALRD3	1737
FIS1	948
PLOD1	4097
RAB3D	3886
MFSD3	2169
SLC25A22	3264
ATP6AP1	2189
DNASE1L1	1625
ALDH3A1	1729
CCL9	3006
SCRN1	4810
BC005537	3665
ISYNA1	1836
HARS2	3336
CACNG2	5510
TMEM160	814
RAB5C	1967
STYXL1	1651
MDH2	1456
H13	5204
RNF145	4214
SCN1B	1514
ATP6V1E1	1203
CHTF18	3812
LHX9	4937
AGXT2L1	2697
RPS6KL1	2534
PPP1R12C	2983
AHR	5548
MTAP1S	3271
DPEP1	2241
TMEM129	2389
2610027L16RIK	3694
HSD17B1	1339
ATP6V0A1	4162
PSMC3IP	1291
GRB7	2397
NOXO1	2238
AOC3	4397
ZFP687	5208
GDPD2	2858
D8ERTD738E	659
SEC14L4	3238
CALM3	2290
COPS3	2039
FKBP8	1799
FFAR3	1625
DDX39B	2848
GIPC1	1615
TLCD1	2897
PLSCR3	2785
PTGER1	4509
ARHGEF25	2261
XAB2	4409
CDC37	2456
RAB4A	1419
TRIP10	2290
CD70	842
COPS6	1787
UBB	1499
AP4M1	2148
GYG	1922
RCN3	1462
SLC6A8	3964
ARID3A	5361
PDK4	3484
UBXN6	3476
D17WSU104E	1710
CYB561	2741
SEMA6A	6856
CCDC12	818
1110001J03RIK	500
AKT3	4906
MRPL24	1339
GLE1	4030
L3HYPDH	1952
LYST	11806
SLC35E1	4383
CALR3	1769
TMC4	2267
AI428936	1355
POLR2I	819
PRL8A1	1682
KRT10	2094
IYD	1579
RMND1	3139
CCDC170	3350
ESR1	6339
SYNE1	4819
VIP	1527
FBXO5	1940
MTRF1L	2588
RGS17	8191
HDAC2	3250
FRK	4799
RWDD1	1090
CLVS2	4283
TRDN	4514
HEY2	2550
STXBP5	8825
HINT3	875
TRMT11	2359
KATNA1	1775
PCMT1	2757
LRP11	3386
1700021F05RIK	898
SEC63	6032
NR2E1	3285
SNX3	1401
AIG1	4369
ADAT2	1466
PEX3	2959
FUCA2	5741
CEP57L1	2177
LTV1	1766
FAM164B	1125
PLAGL1	5260
CD164	2830
UTRN	12382
SMPD2	4150
MICAL1	3645
ZBTB24	2828
GRM1	6930
WASF1	2719
RAB32	2108
SLC22A16	2269
AMD-PS4	1003
GTF3C6	1020
SLC16A10	5394
REV3L	10789
TRAF3IP2	2867
FYN	3562
TUBE1	2929
LAMA4	6046
POPDC3	1853
PREP	2729
TNFAIP3	6199
PERP	1901
D10BWG1379E	8216
HEBP2	1910
REPS1	3108
FAM184A	3921
ASF1A	2180
GOPC	4317
QRSL1	2290
RTN4IP1	2981
NMBR	1268
AIM1	7416
GJE1	1480
VTA1	1974
SMPDL3A	1961
REEP3	5473
FABP7	880
PKIB	5317
SERINC1	2880
HSF2	2613
RSPO3	2394
ECHDC1	3048
MGAT4C	4272
PTPRK	6177
NTS	1176
DCBLD1	4859
LRRIQ1	5232
ROS1	7425
SLC6A15	3643
CCDC59	4314
LAMA2	9710
RFX6	3461
GPRC6A	2856
LIN7A	5875
PPP1R12A	3403
FAM162B	605
SIM1	7355
P4HA1	4043
42257	2539
LIMS1	4327
ZWINT	2676
UBE2D1	3158
DCN	1886
KERA	1950
2310015B20RIK	425
SLC17A8	4456
EPYC	2539
CDK1	2886
ATP2B1	7130
RHOBTB1	4422
1700040L02RIK	1262
ARID5B	4494
ACTR6	1703
UHRF1BP1L	6446
POC1B	3449
DUSP6	2796
TMPO	3776
KITL	5645
PSEN1	3023
SGK1	3096
CEP290	8006
IKBIP	3232
HBS1L	2793
EPB4.1L2	4389
APAF1	6577
MYB	3420
MED23	5098
AHI1	4850
ARG1	1476
NEDD1	3534
ENPP3	2815
PDE7B	4137
FAM54A	2307
MTAP7	3894
CTGF	2490
STX7	2500
MOXD1	3090
PEX7	2070
IL20RA	2088
IFNGR1	2112
VNN3	1811
GM872	9903
CDK17	3643
HAL	5319
SNRPF	861
NTN4	3646
USP44	2932
FGD6	8044
NDUFA12	1110
TMCC3	5530
CCDC41	2986
SOCS2	4242
NUDT4	3231
NUAK1	5558
4930463O16RIK	2088
TCP11L2	2725
RFX4	3534
CRY1	3014
BTBD11	5788
TIMP3	4722
HSP90B1	3222
PAH	2142
ASCL1	2481
IGF1	7052
CCDC53	1042
DRAM1	2807
SYCP3	1169
MYBPC1	3922
SLC5A8	5321
SIRT1	4430
HERC4	4019
MYPN	5246
PBLD2	2212
HNRNPH3	2213
RUFY2	4502
PBLD1	2407
CCAR1	4478
DDX21	4742
DDX50	2527
SRGN	1727
VPS26A	3104
SUPV3L1	2604
HKDC1	3517
TACR2	2258
2010107G23RIK	1769
AIFM2	3086
H2AFY2	2175
TYSND1	2286
SAR1A	2611
PPA1	1432
NPFFR1	1307
EIF4EBP2	1786
PALD1	4274
TBATA	1506
SGPL1	4361
PCBD1	809
UNC5B	5852
SLC29A3	5240
4632428N05RIK	4846
SLC16A7	3787
LRIG3	4050
ANAPC16	1329
DDIT4	1685
DNAJB12	3070
MICU1	4699
CAND1	7766
TBK1	3031
PNO1	1544
PLEK	4101
SRGAP1	7787
EGFR	10208
AVPR1A	2671
USP15	3227
ELANE	920
VPS54	4323
TBC1D15	3773
PCSK4	2772
RAB21	1823
2310011J03RIK	1649
PELI1	3703
APC2	9173
THAP2	3408
LGR5	4793
SLC1A4	3926
DOCK2	6409
RAB1	2827
GAMT	988
PTPRR	3619
ACTR2	3631
NDUFS7	983
PTPRB	11912
KCNMB1	4191
MUM1	7927
GABRP	3280
MEIS1	3759
UQCR11	605
1700058G18RIK	824
CNOT2	2955
TCF3	2950
OLFR299	993
BEST3	2719
FRS2	5682
YEATS4	1407
COBL	5615
RAB36	3291
GRB10	5061
9530003J23RIK	1233
ADORA2A	2534
SNRPD3	604
NAV3	8561
DDC	2018
CPM	5195
MDM2	3132
E2F7	5473
CSRP2	973
OSBPL8	7152
MKNK2	3065
4930415F15RIK	758
ZPBP	4248
CABIN1	7460
AP3D1	4730
PHLDA1	1949
SF3A2	2213
MDM1	3149
GLIPR1L1	896
GLIPR1L2	1879
JSRP1	1325
WIF1	2294
TIMM13	1225
VPS13D	15740
LLPH	1153
TMBIM4	904
SLC5A4B	3202
IRAK3	3097
HELB	4554
SLC5A4A	2055
PRMT2	2100
DIP2A	6551
HMG20B	2501
4930404N11RIK	1335
FZR1	3057
NCLN	3118
COL6A2	4912
HCFC2	3422
NFYB	3722
TXNRD1	3417
GLT8D2	2963
PPM1M	2625
D10WSU102E	3509
ALDH1L2	6027
WDR82	4313
GLYCTK	4209
POFUT2	2219
SLC36A1	5264
ADARB1	6662
APPL2	3377
SLC36A2	2429
SUMO3	2630
HINT1	636
LYRM7	2389
1700008A04RIK	617
FBXW11	4019
STK10	5026
PAPOLG	3747
REL	2799
PFKL	3730
IL9R	4482
PUS10	3559
RHBDF1	5089
PEX13	4146
1810043G02RIK	6282
1700093K21RIK	1320
MPG	2143
AHSA2	3583
NPRL3	3531
XPO1	6004
HBQ1A	604
NSG2	2239
4930524B15RIK	2000
CPEB4	6303
STC2	3982
ASB3	3330
CDC34	1262
TPGS1	1101
CHAC2	1315
MADCAM1	1420
ERLEC1	2532
SHC2	3955
SPNB2	9107
THEG	1444
WDPCP	3020
MDH1	2122
PRSS57	2841
FSTL3	1955
CCNG1	3512
FGF22	489
NUDCD2	1577
POLRMT	4288
HMMR	3892
HCN2	3195
4930404A10RIK	1489
ACSL6	5807
SLC22A4	2263
ZFP354B	2455
CYFIP2	6659
MGAT1	3151
PPP2CA	7102
SGCD	4453
FLT4	6255
HNRNPAB	2370
AGXT2L2	3889
HSPA4	4618
CNOT6	5736
GFPT2	2947
ZFP354A	4165
MAPK9	4682
CANX	4281
GNB2L1	4456
RASGEF1C	3378
RUFY1	2688
RNF130	1502
LTC4S	716
RAD50	5153
3010026O09RIK	1142
IL13	1205
CLK4	3543
SAR1B	1201
PHF15	6273
PDLIM4	1370
CDKL3	2770
UBE2B	1792
CDKN2AIPNL	1832
KREMEN1	4856
ITK	4272
NEFH	3994
MED7	2547
HAVCR2	2721
TNIP1	2973
FAM71B	2185
VDAC1	2022
FABP6	479
UPP1	1277
SLU7	3625
NIPAL4	3444
ASCC2	4844
HUS1	4640
PTTG1	1674
HORMAD2	1969
ZFP607	2061
TNS3	7483
BTG2	2743
GATSL3	1574
IGFBP3	2421
GABRA6	2467
IGFBP1	1525
PES1	2923
ADCY1	12259
TCN2	2027
4921536K21RIK	2590
OSBP2	4097
GABRG2	4041
MYO1G	4752
SMTN	3386
ARF5	1116
2310033P09RIK	1285
GUK1	1078
NPC1L1	4467
RNF185	2906
LIMK2	3849
PATZ1	3702
EIF4ENIF1	3712
TRIM11	3522
OGDH	4127
DRG1	2093
RTN4	4618
MTIF2	2741
RPS27A	928
CLHC1	2200
CCDC104	1664
SMEK2	5125
PNPT1	3368
EFEMP1	2037
MYL7	590
POLD2	1646
ZKSCAN17	4064
AEBP1	3831
POLM	2924
PGAM2	840
DBNL	2295
MRPS24	995
ANKRD36	4491
CCDC117	3372
DYNLL2	2476
XBP1	2129
SUPT4H1	854
42251	2136
BTNL10	4400
2810021J22RIK	3866
SKA2	3037
PRR11	3824
SMG8	3218
RNF187	1949
TUBD1	2070
MRPL22	722
CNOT8	2099
RPS6KB1	5531
SAP30L	1151
GALNT10	4715
RNFT1	4452
MFAP3	4839
FAM114A2	2557
GRIA1	5546
PPM1D	2899
ZNHIT3	998
MYO19	5360
PRPSAP2	1837
GGNBP2	3056
ACACA	9513
SHMT1	2858
LLGL1	4303
DRG2	1788
SREBF1	4299
TOM1L1	4308
MYOCD	5114
COX11	1224
LRRC72	934
STXBP4	5985
BZW2	1860
1700086D15RIK	1092
ELAC2	3329
PCTP	2723
TWISTNB	2324
EFCAB10	675
ATXN7L1	5284
ATP6V1C2	1569
SYPL	4189
PDIA6	2175
NAMPT	4547
PIK3CG	5871
NBAS	7239
TSPAN13	1932
ROCK2	8012
AGR2	907
MATN3	3014
LAPTM4A	1773
FAM49A	4846
SNX13	6218
NTSR2	1547
SDC1	3157
LPIN1	5626
PUM2	6311
NRCAM	7572
RGS9	3464
SLC7A15	1907
TRIB2	4198
ARSG	3273
HS1BP3	2958
FAM84A	3379
SMC6	5603
APOB	13934
AMZ2	2816
GNA13	6160
PRKAR1A	3513
FAM20A	3085
1700012B07RIK	2035
ABCA8B	7423
RDH14	1472
NT5C1B	1942
MAP2K6	2088
4933434M16RIK	1940
KLHL29	7041
TRAPPC12	3377
ADI1	1652
RNASEH1	1457
DCDC2C	1041
UBXN2A	2696
FKBP1B	979
ALLC	1500
CMPK2	3198
PFN4	1306
ITSN2	5987
RSAD2	4189
RNF144A	5163
ID2	1270
MBOAT2	2802
NCOA1	7328
DUS4L	1768
RRM2	2193
BCAP29	1954
SLC26A4	3075
CENPO	4348
KLF11	3974
ADCY3	5621
GRHL1	3464
DNAJC27	4713
EFR3B	6547
CBLL1	4007
POMC	1007
DNMT3A	9685
DLD	2241
KIF3C	6849
SH3YL1	2266
RAB10	3511
SNTG2	2411
TPO	3299
PXDN	6614
CCL11	1082
DDX52	3194
HNF1B	2760
TAF15	2068
ACE	4906
MMP28	3438
RASL10B	3481
GAS2L2	2610
CDC27	5425
ITGB3	5784
EFCAB3	1757
METTL2	2556
NLE1	1783
TLK2	5494
MRC2	5795
RFFL	4973
LIG3	5957
CCT6B	1871
MAP3K3	3450
TMEM132E	4386
CCL1	2126
5530401A14RIK	3654
ACCN1	3436
DDX42	4011
FTSJ3	3144
RNF135	1984
PSMC5	1394
ADAP2	1785
TCAM1	3511
GH	862
ERN1	6946
NF1	11917
PECAM1	3441
POLG2	2728
DDX5	3593
PSMD12	1955
HELZ	13147
CACNG1	1249
CACNG4	3500
CCDC46	3485
RAB37	2608
SLC9A3R1	1925
GRIN2C	4895
NT5C	907
HN1	1375
SUMO2	1051
NUP85	2230
GGA3	4848
1300001I01RIK	6098
MIF4GD	1656
SLC25A19	2614
PAFAH1B1	8570
2310067B10RIK	5329
RECQL5	4410
SAP30BP	3654
ITGB4	6208
GALK1	1406
UNK	3735
TRIM47	2204
ASPA	4171
MRPL38	1411
FBF1	5252
ACOX1	3987
TEN1	2092
SRP68	2526
TSEN54	1979
LLGL2	3612
1200014J11RIK	3591
CAMKK1	3717
P2RX1	2486
ATP2A3	4606
ANKFY1	8030
EXOC7	3449
GALR2	1940
UBE2G1	3931
SPNS3	4019
TEKT1	1447
MED31	1161
UBE2O	5205
TXNDC17	981
AANAT	1353
SLC13A5	3267
RHBDF2	3855
4933427D14RIK	4732
FAM64A	1513
CYGB	2331
WSCD1	2956
1810032O08RIK	1988
MXRA7	2063
RABEP1	5408
MFSD11	4263
KIF1C	6684
SEC14L1	4654
NOS2	4192
MINK1	4994
PLD2	3659
SLC46A1	1978
VMO1	672
0610010K14RIK	880
ERAL1	2131
DHRS13	1791
CORO6	2804
SLC6A4	2796
TMIGD1	1427
BLMH	3047
CPD	7946
TIMM22	2817
NXN	2755
FAM101B	3512
RPH3AL	2199
DOC2B	4361
YWHAE	2100
PRPF8	7442
NME2	1012
SPAG9	7340
LUC7L3	5244
ANKRD40	3487
ABCC3	5005
CACNA1G	8383
SPATA20	2627
XYLT2	3442
LRRC59	2837
CDC34-PS	1233
DLX4	2273
TAC4	1251
SLC35B1	1523
HOXB9	2574
SNX11	2551
SCRN2	1552
LRRC46	1336
CACNB1	3396
FBXL20	8601
ASGR1	1308
DLG4	3457
A230052G05RIK	2302
DVL2	5037
NR1D1	2721
GUCY2E	8331
ALOX8	3226
ALOXE3	4684
PER1	4671
VAMP2	2205
TMEM107	1263
AURKB	1950
CTC1	4164
PFAS	6373
MYH10	7791
PIK3R5	4370
NTN1	5874
STX8	4394
WDR16	2199
USP43	4462
RCVRN	1040
MYH3	6031
ADPRM	1531
KRT19	1576
KRT12	1852
KRT24	1847
TOP2A	5221
KRT36	1671
ACLY	4426
KAT2A	3269
STAT5B	5213
TMEM101	1574
LSM12	2256
UBTF	4692
CCDC43	2366
ADAM11	5102
HIGD1B	735
EFTUD2	3339
CCDC103	1841
GFAP	2648
DCAKD	1744
NMT1	4861
PLCD3	3023
1700023F06RIK	1197
MAP3K14	4246
LYZL6	900
GOSR2	3266
KLHL28	2854
FKBP3	947
FOXG1	3985
SCFD1	2091
COCH	2683
STRN3	4164
AP4S1	1113
6530401N04RIK	2564
STON2	4363
GTF2A1	5410
TSHR	4312
SEL1L	6300
DNAAF2	3390
POLE2	1695
KLHDC2	3316
NEMF	3721
SEC23A	4109
L2HGDH	3338
CDKL1	1689
4930512B01RIK	1858
TRAPPC6B	1254
PNN	3469
CTAGE5	4434
GALC	3822
SPATA7	2052
PTPN21	5697
NPAS3	5879
ZC3H14	3556
TTC8	2272
POLR2H	950
SRP54A	2317
PPP2R3C	2395
1110008L16RIK	3117
PSMA6	1042
NFKBIA	1577
RALGAPA1	7874
MBIP	1509
NGB	1616
GSTZ1	1665
SPTLC2	6710
AHSA1	1347
VIPAS39	2552
SNW1	2231
SLIRP	2701
2700073G19RIK	1335
ADCK1	2287
NOVA1	7000
MTHFD1	3324
PPP2R5E	4808
SGPP1	3324
ESR2	3362
TEX21	2134
AKAP5	6687
SPNB1	10394
RAB15	3158
FUT8	3358
ATL1	2818
SAV1	2524
NIN	9654
PYGL	2992
BDKRB2	1680
TRIM9	4843
TMX1	2795
ACTR10	4022
TOMM20L	596
TIMM9	1018
SERPINA1F	2830
CCDC175	2630
RTN1	3629
LRRC9	4739
SERPINA3N	2064
DHRS7	1301
GSC	1265
PPM1A	2789
CLMN	11962
4930447C04RIK	2051
SIX6	5372
4930408O17RIK	621
GLRX5	930
MNAT1	2505
PRKCH	3545
HIF1A	4724
PAPOLA	4380
MPP5	5512
SNAPC1	2125
ATP6V1D	1403
VRK1	3796
EIF2S1	3405
PLEK2	1583
PIGH	2349
RDH12	2753
VTI1B	1490
ARG2	1428
ZFP36L1	2984
GALNTL1	3920
ERH	1293
4933426M11RIK	5001
SRSF5	3482
SLC10A1	1674
SMOC1	3496
GM20498	2284
PCNX	12139
PACS2	5480
MTA1	2826
WDR37	4626
GM9745	684
GTPBP4	2977
ZMYND11	4355
ESYT2	5539
CDCA7L	2957
EFCAB11	2069
TDP1	3945
PSMC1	1518
BC002230	3723
RPS6KA5	4406
CCDC88C	6313
9030617O03RIK	3295
FBLN5	5829
TC2N	5290
TRIP11	9873
ATXN3	5363
LGMN	1990
GOLGA5	2825
PITRM1	3524
CHGA	1882
PFKP	4663
UNC79	8874
ASB2	2690
OTUB2	3228
D830046C22RIK	1040
AKR1C21	1207
IFI27L2B	1093
PPP4R4	3683
AKR1C6	1396
AKR1C12	1265
AKR1C13	1225
AKR1C18	1207
NET1	3448
TUBAL3	3095
TSHZ3	5090
GDI2	2681
RGS6	2139
DPF3	3135
DCAF4	2081
PAPLN	4373
NUMB	3549
ACOT2	2196
ACOT3	2594
FAM161B	3357
COQ6	2851
ENTPD5	4972
ALDH6A1	3340
VSX2	3274
ABCD4	2527
ISCA2	868
NPC2	3261
FCF1	749
YLPM1	7003
MLH3	5420
TMED10	3526
FOS	2108
0610007P14RIK	3226
TGFB3	3384
1700020O03RIK	3953
ESRRB	4300
VASH1	2599
ANGEL1	3850
CCNK	2627
CYP46A1	2119
HHIPL1	2605
EVL	2181
DEGS2	3185
YY1	2662
SLC25A29	1976
WARS	2878
MEG3	14548
HSP90AA1	3281
ZFP839	3725
FDFT1	2860
TECPR2	7830
CINP	2029
TRAF3	7060
AMN	1685
CDC42BPB	6718
EXOC3L4	2922
TNFAIP2	3889
EIF5	3966
PPP1R13B	4333
ZFYVE21	1310
XRCC3	2422
KLC1	2504
2010107E04RIK	365
KIF26A	6890
GPR132	2439
HECW1	9460
GGPS1	2367
GNG4	3180
GPR137B	2978
MTR	4482
RYR2	16813
AMPH	3193
GLI3	8170
SFRP4	1756
AOAH	2915
TRIM27	3923
ZKSCAN3	5788
SLC17A1	2026
SLC17A4	2638
SCGN	1412
LRRC16A	4988
MRS2	2035
GPLD1	3476
PRL	895
PRL8A6	1085
PRL8A8	1001
PRL7B1	925
PRL7D1	979
IRF4	4715
EXOC2	4375
TFAP2A	3089
GCNT2	4364
TMEM14C	945
GCM2	2879
MAK	3562
ELOVL2	3797
NEDD9	4563
HIVEP1	8753
EDN1	2344
TBC1D7	1259
CCDC90A	4350
CAP2	3074
NUP153	6021
KIF13A	6866
TPMT	1081
DEK	2556
ID4	1660
BARX1	1399
SUSD3	1418
IPPK	2776
ASPN	2346
OGN	2540
CENPP	1101
NOL8	4242
SPIN1	4434
NXNL2	1163
WRNIP1	2633
SERPINB9B	3253
SERPINB9C	1902
RIPK1	4495
PXDC1	2027
PRPF4B	4465
1700026J04RIK	2395
4933417A18RIK	1172
ECI3	1347
ECI2	1592
RPP40	4380
FARS2	2125
LY86	997
SSR1	9306
RIOK1	2744
SNRNP48	1789
SLC35B3	2086
CTSQ	1375
CTS7	1493
CTS6	1356
SHC3	1537
SEMA4D	4482
GADD45G	1071
FBP2	1325
SYK	5363
2010111I01RIK	3509
AUH	3235
FANCC	3168
ROR2	3985
PTCH1	4305
SPTLC1	2606
MSX2	2456
0610007P08RIK	3436
SFXN1	2811
HABP4	2566
CTSL	1971
DRD1A	3526
ZFP346	3333
1110018J18RIK	972
CDK20	1826
LMAN2	4315
MXD3	1742
PRELID1	1088
NSD1	12784
SLC34A1	3081
F12	1960
PDLIM7	3573
DDX41	2205
FAM193B	4338
PCBD2	546
TXNDC15	1521
CATSPER3	1330
DDX46	5676
CAML	1382
B4GALT7	2195
PITX1	2448
CXCL14	1823
SLC25A48	3374
A530054K11RIK	5217
ZFP369	2911
PTDSS1	3424
MTERFD1	2353
UQCRB	565
FASTKD3	2362
1700001L19RIK	1808
ADCY2	4211
CETN3	999
IL9	536
LECT2	877
SMAD5	6584
TRPC7	3519
1700067P10RIK	794
