NAME	CHR	GC-CONTENT	TYPE
AC009494.3	Y	59.12	pseudogene
AC009498.2	2	39.39	pseudogene
AC009500.2	7	40.48	pseudogene
AC009502.1	2	41.51	pseudogene
AC009502.2	2	47.6	pseudogene
AC009506.2	2	41.67	pseudogene
AC009517.2	7	57.37	pseudogene
AC009518.2	7	43.2	pseudogene
AC009518.3	7	43.08	pseudogene
AC009541.1	7	36.7	pseudogene
AC009784.4	7	40.43	pseudogene
AC009892.1	19	47.22	miRNA
AC009892.10	19	48.47	protein_coding
AC009892.10	HSCHR19LRC_COX1_CTG1	48.41	protein_coding
AC009892.2	19	64.81	pseudogene
AC009892.2	HSCHR19LRC_COX1_CTG1	64.81	pseudogene
AC009892.2	HSCHR19LRC_PGF1_CTG1	64.81	pseudogene
AC009892.5	19	59.17	pseudogene
AC009892.5	HSCHR19LRC_COX1_CTG1	59.57	pseudogene
AC009892.5	HSCHR19LRC_PGF1_CTG1	59.17	pseudogene
AC009892.9	19	62.33	pseudogene
AC009892.9	HSCHR19LRC_COX1_CTG1	62.33	pseudogene
AC009892.9	HSCHR19LRC_PGF1_CTG1	62.33	pseudogene
AC009892.9	HSCHR19LRC_PGF2_CTG1	62.33	pseudogene
AC009945.3	7	44.98	pseudogene
AC009945.4	7	59.73	pseudogene
AC009947.2	Y	57.78	pseudogene
AC009947.3	Y	34.55	pseudogene
AC009947.5	Y	58.28	pseudogene
AC009948.7	2	52.88	pseudogene
AC009960.1	2	38.49	pseudogene
AC009960.2	2	39.44	pseudogene
AC009960.3	2	45.79	pseudogene
AC009960.4	2	39.58	pseudogene
AC009960.5	2	40.94	pseudogene
AC009960.6	2	33.79	pseudogene
AC009960.7	2	43.6	pseudogene
AC009961.2	2	42.05	pseudogene
AC009961.5	2	40.03	pseudogene
AC009963.3	2	52.9	pseudogene
AC009963.4	2	37.41	pseudogene
AC009963.5	2	39.53	pseudogene
AC009963.6	2	47.94	pseudogene
AC009965.1	2	39.63	pseudogene
AC009967.3	2	48.93	pseudogene
AC009967.6	2	57.09	pseudogene
AC009969.1	2	43.02	pseudogene
AC009974.11	2	46.9	pseudogene
AC010086.1	Y	35.66	pseudogene
AC010086.4	Y	35.36	pseudogene
AC010086.5	Y	65.93	pseudogene
AC010091.4	7	50.56	pseudogene
AC010095.6	2	42.36	pseudogene
AC010095.7	2	53.52	pseudogene
AC010132.11	7	43.82	pseudogene
AC010138.3	2	41.4	pseudogene
AC010141.1	Y	59.1	pseudogene
AC010141.4	Y	58.93	pseudogene
AC010141.6	Y	58.95	pseudogene
AC010141.8	Y	57.23	pseudogene
AC010146.1	2	41.16	pseudogene
AC010150.1	2	53.56	pseudogene
AC010153.3	Y	35.08	pseudogene
AC010154.2	Y	32.81	pseudogene
AC010240.2	5	47.05	pseudogene
AC010240.3	5	49.02	pseudogene
AC010327.2	19	63.67	protein_coding
AC010336.1	19	56.81	protein_coding
AC010423.1	5	37.2	pseudogene
AC010441.1	5	43.27	protein_coding
AC010468.1	5	42.35	pseudogene
AC010468.3	5	43.23	pseudogene
AC010492.2	19	49.49	pseudogene
AC010492.2	HSCHR19LRC_COX1_CTG1	49.32	pseudogene
AC010492.2	HSCHR19LRC_PGF1_CTG1	49.41	pseudogene
AC010492.4	19	50.61	pseudogene
AC010492.4	HSCHR19LRC_COX1_CTG1	50.9	pseudogene
AC010492.4	HSCHR19LRC_PGF1_CTG1	50.9	pseudogene
AC010492.4	HSCHR19LRC_PGF2_CTG1	50.45	pseudogene
AC010492.5	19	34.49	pseudogene
AC010492.5	HSCHR19LRC_COX1_CTG1	34.61	pseudogene
AC010492.5	HSCHR19LRC_PGF1_CTG1	34.61	pseudogene
AC010492.5	HSCHR19LRC_PGF2_CTG1	34.61	pseudogene
AC010507.5	19	57.31	pseudogene
AC010518.3	19	55.97	pseudogene
AC010518.3	HSCHR19LRC_COX1_CTG1	55.97	pseudogene
AC010518.3	HSCHR19LRC_COX2_CTG1	55.97	pseudogene
AC010518.3	HSCHR19LRC_PGF2_CTG1	55.97	pseudogene
AC010522.1	19	54.4	pseudogene
AC010525.5	19	43.59	pseudogene
AC010536.1	16	60.34	protein_coding
AC010614.1	HSCHR19_1_CTG3_1	41.7	protein_coding
AC010642.2	19	54.91	pseudogene
AC010677.5	7	46.36	pseudogene
AC010731.6	2	46.22	pseudogene
AC010733.5	2	46.88	pseudogene
AC010733.7	2	45.25	pseudogene
AC010740.1	2	45.32	pseudogene
AC010746.4	2	44.21	pseudogene
AC010747.2	2	46.02	pseudogene
AC010878.3	2	41.55	pseudogene
AC010886.2	2	44.96	pseudogene
AC010894.4	2	42.03	pseudogene
AC010900.2	2	51.39	pseudogene
AC010904.1	2	62.22	pseudogene
AC010967.1	2	46.01	pseudogene
AC010975.2	2	38.69	pseudogene
AC010980.2	2	39.28	pseudogene
AC010984.3	2	63.21	pseudogene
AC010984.4	2	64.2	pseudogene
AC011043.1	GL000195.1	38.5	protein_coding
AC011225.1	18	44.72	pseudogene
AC011233.2	2	40.64	pseudogene
AC011242.5	2	40.41	pseudogene
AC011242.6	2	39.06	pseudogene
AC011290.5	7	44.47	pseudogene
AC011298.1	2	63.6	protein_coding
AC011298.3	2	57.85	protein_coding
AC011322.1	3	43.55	pseudogene
AC011330.5	15	45.14	pseudogene
AC011330.6	15	67.72	pseudogene
AC011385.1	5	45.6	pseudogene
AC011406.2	5	43.24	pseudogene
AC011431.1	5	48.58	pseudogene
AC011450.1	19	53.45	protein_coding
AC011475.1	19	51.72	protein_coding
AC011484.1	19	63.03	protein_coding
AC011500.1	19	49.28	protein_coding
AC011515.2	19	56.14	pseudogene
AC011515.2	HSCHR19LRC_COX1_CTG1	56.14	pseudogene
AC011515.2	HSCHR19LRC_PGF1_CTG1	56.21	pseudogene
AC011515.2	HSCHR19LRC_PGF2_CTG1	56.06	pseudogene
AC011718.1	22	57.25	pseudogene
AC011737.2	2	51.81	pseudogene
AC011742.3	2	50.4	pseudogene
AC011742.5	2	43.63	pseudogene
AC011753.6	2	50.37	pseudogene
AC011753.7	2	48.23	pseudogene
AC011755.1	2	37.19	protein_coding
AC011816.1	3	37.91	pseudogene
AC011816.3	3	56.19	pseudogene
AC011841.1	GL000205.1	50.81	protein_coding
AC011897.1	2	38	protein_coding
AC011933.2	17	45.48	pseudogene
AC011998.2	2	52.43	pseudogene
AC011998.4	2	53.85	pseudogene
AC011999.1	2	55.86	pseudogene
AC012005.2	Y	54.13	pseudogene
AC012065.5	2	46.13	pseudogene
AC012066.1	2	52.88	pseudogene
AC012074.1	2	52.17	pseudogene
AC012075.1	2	44.83	pseudogene
AC012078.2	Y	41.01	pseudogene
AC012215.1	8	36.47	protein_coding
AC012306.2	2	40.35	pseudogene
AC012313.1	19	76.34	protein_coding
AC012314.1	HSCHR19LRC_COX1_CTG1	57.88	protein_coding
AC012314.19	19	67.28	pseudogene
AC012314.19	HSCHR19LRC_COX1_CTG1	67.28	pseudogene
AC012314.19	HSCHR19LRC_COX2_CTG1	67.28	pseudogene
AC012314.19	HSCHR19LRC_LRC_I_CTG1	67.28	pseudogene
AC012314.19	HSCHR19LRC_LRC_J_CTG1	67.28	pseudogene
AC012314.19	HSCHR19LRC_LRC_S_CTG1	67.28	pseudogene
AC012314.19	HSCHR19LRC_LRC_T_CTG1	67.28	pseudogene
AC012314.19	HSCHR19LRC_PGF1_CTG1	66.67	pseudogene
AC012314.19	HSCHR19LRC_PGF2_CTG1	67.28	pseudogene
AC012314.2	HSCHR19LRC_PGF2_CTG1	59.78	protein_coding
AC012314.20	19	50.77	antisense
AC012314.20	HSCHR19LRC_COX1_CTG1	50.77	antisense
AC012314.20	HSCHR19LRC_COX2_CTG1	50.77	antisense
AC012314.20	HSCHR19LRC_LRC_I_CTG1	50.77	antisense
AC012314.20	HSCHR19LRC_LRC_J_CTG1	50.77	antisense
AC012314.20	HSCHR19LRC_LRC_S_CTG1	50.77	antisense
AC012314.20	HSCHR19LRC_LRC_T_CTG1	50.77	antisense
AC012314.20	HSCHR19LRC_PGF1_CTG1	50.77	antisense
AC012314.6	19	55.01	antisense
AC012314.6	HSCHR19LRC_COX1_CTG1	55.01	antisense
AC012314.6	HSCHR19LRC_COX2_CTG1	55.01	antisense
AC012314.6	HSCHR19LRC_LRC_I_CTG1	55.01	antisense
AC012314.6	HSCHR19LRC_LRC_J_CTG1	55.01	antisense
AC012314.6	HSCHR19LRC_LRC_S_CTG1	55.01	antisense
AC012314.6	HSCHR19LRC_LRC_T_CTG1	55.01	antisense
AC012314.6	HSCHR19LRC_PGF1_CTG1	55.01	antisense
AC012314.8	19	58.5	antisense
AC012314.8	HSCHR19LRC_COX1_CTG1	58.5	antisense
AC012314.8	HSCHR19LRC_COX2_CTG1	58.5	antisense
AC012314.8	HSCHR19LRC_LRC_I_CTG1	58.5	antisense
AC012314.8	HSCHR19LRC_LRC_J_CTG1	58.5	antisense
AC012314.8	HSCHR19LRC_LRC_S_CTG1	58.5	antisense
AC012314.8	HSCHR19LRC_LRC_T_CTG1	58.5	antisense
AC012314.8	HSCHR19LRC_PGF1_CTG1	58.5	antisense
AC012318.3	19	42.61	pseudogene
AC012354.8	2	54.23	pseudogene
AC012358.4	2	56.97	pseudogene
AC012360.2	2	41.67	protein_coding
AC012362.3	2	61.03	pseudogene
AC012363.10	2	35.07	pseudogene
AC012363.7	2	36.86	pseudogene
AC012363.8	2	44.98	pseudogene
AC012365.3	2	43.85	pseudogene
AC012454.4	2	41.41	pseudogene
AC012493.1	2	43.03	pseudogene
AC012497.2	2	34.26	pseudogene
AC012501.1	2	43.71	pseudogene
AC012501.3	2	48.48	pseudogene
AC012512.1	2	50.28	pseudogene
AC012513.4	2	45.38	pseudogene
AC012671.2	2	46.65	pseudogene
AC012676.1	16	49.76	protein_coding
AC013262.1	2	44.05	pseudogene
AC013267.1	2	40.45	pseudogene
AC013268.2	2	65.18	pseudogene
AC013268.3	2	48.21	pseudogene
AC013268.4	2	38.87	pseudogene
AC013399.3	2	45.93	pseudogene
AC013403.13	2	59.82	pseudogene
AC013404.1	2	46.18	pseudogene
AC013409.1	2	42.01	pseudogene
AC013410.1	2	41.56	pseudogene
AC013410.2	2	42.79	pseudogene
AC013429.4	7	49.87	pseudogene
AC013429.5	7	39.44	pseudogene
AC013437.2	2	39.22	pseudogene
AC013437.4	2	33.56	pseudogene
AC013437.6	2	41.8	pseudogene
AC013437.7	2	37.79	pseudogene
AC013439.4	2	42.04	pseudogene
AC013442.1	2	48.25	pseudogene
AC013444.1	2	40.7	pseudogene
AC013467.1	2	47.03	pseudogene
AC013470.6	7	36.01	pseudogene
AC013470.8	7	42.53	pseudogene
AC013474.4	2	46.18	pseudogene
AC013717.3	2	50.21	pseudogene
AC013733.5	2	50.98	pseudogene
AC013734.2	Y	63.79	pseudogene
AC013791.2	11	45.5	pseudogene
AC015660.1	15	53.03	protein_coding
AC015688.3	17	50.31	protein_coding
AC015691.7	11	45.77	pseudogene
AC015726.1	17	47.69	pseudogene
AC015818.3	17	49.08	pseudogene
AC015818.5	17	39.67	pseudogene
AC015818.6	17	40.37	pseudogene
AC015849.14	17	38.82	pseudogene
AC015849.15	17	49.2	pseudogene
AC015922.5	17	42.95	pseudogene
AC015922.7	17	42.39	pseudogene
AC015977.5	2	45.21	pseudogene
AC015987.2	7	34.85	protein_coding
AC015989.1	18	35.79	protein_coding
AC015989.2	18	34.63	protein_coding
AC016182.1	17	57.17	protein_coding
AC016251.1	15	43.04	protein_coding
AC016292.3	17	52.21	pseudogene
AC016405.1	8	51.65	pseudogene
AC016489.1	HG183_PATCH	45.33	pseudogene
AC016559.1	5	46.97	protein_coding
AC016561.1	5	37.44	pseudogene
AC016586.1	19	58.68	protein_coding
AC016626.1	19	47.87	pseudogene
AC016629.7	19	58.79	pseudogene
AC016691.2	2	46.73	pseudogene
AC016694.2	Y	57.66	pseudogene
AC016696.1	2	49.37	pseudogene
AC016697.1	2	52.12	pseudogene
AC016697.2	2	55.77	pseudogene
AC016697.6	2	46.6	pseudogene
AC016700.4	2	54.49	pseudogene
AC016700.6	2	41.03	pseudogene
AC016708.2	2	55.35	pseudogene
AC016712.1	2	47.56	pseudogene
AC016712.2	2	46.3	pseudogene
AC016716.1	2	40.25	pseudogene
AC016717.1	2	42.66	pseudogene
AC016722.1	2	48.53	protein_coding
AC016722.2	2	48.05	protein_coding
AC016724.6	2	46.32	pseudogene
AC016727.3	2	50.6	pseudogene
AC016732.2	2	39.83	pseudogene
AC016734.1	2	55.49	pseudogene
AC016734.2	2	54.03	pseudogene
AC016734.3	2	37.69	pseudogene
AC016737.1	2	50.86	pseudogene
AC016739.1	2	51.42	pseudogene
AC016739.2	2	53.91	pseudogene
AC016745.1	2	38.58	protein_coding
AC016745.2	2	51.56	pseudogene
AC016753.7	2	49.24	pseudogene
AC016757.3	2	54.7	protein_coding
AC016772.4	2	39.12	pseudogene
AC016831.3	7	49.19	pseudogene
AC016831.3	HG1308_PATCH	49.19	pseudogene
AC016831.5	7	31.53	pseudogene
AC016831.5	HG1308_PATCH	31.53	pseudogene
AC016831.6	7	50.65	pseudogene
AC016831.6	HG1308_PATCH	50.65	pseudogene
AC016831.7	7	43.61	lincRNA
AC016894.1	2	54.98	pseudogene
AC016906.1	2	44	pseudogene
AC016907.2	2	40.42	pseudogene
AC016908.1	2	42.08	pseudogene
AC016908.2	2	51.44	pseudogene
AC016909.2	2	43.37	pseudogene
AC017019.1	Y	32.73	pseudogene
AC017028.1	2	67.38	protein_coding
AC017035.1	2	43.86	pseudogene
AC017035.2	2	43.61	pseudogene
AC017040.1	2	49.04	pseudogene
AC017071.1	2	45.39	pseudogene
AC017078.1	2	44.02	pseudogene
AC017079.3	2	46.27	pseudogene
AC017079.4	2	44.33	pseudogene
AC017080.1	2	47.95	pseudogene
AC017081.2	2	52.73	pseudogene
AC017081.3	2	46.78	pseudogene
AC017083.2	2	48.24	pseudogene
AC017104.4	2	56.39	pseudogene
AC018442.1	8	56.23	pseudogene
AC018445.1	18	47.56	protein_coding
AC018462.3	2	51.28	pseudogene
AC018463.4	2	40.57	pseudogene
AC018463.5	2	47.99	pseudogene
AC018470.1	2	70.99	protein_coding
AC018470.3	2	48.02	pseudogene
AC018633.4	7	38.13	pseudogene
AC018634.9	7	48.13	pseudogene
AC018641.7	7	46.36	pseudogene
AC018648.5	7	39.43	pseudogene
AC018693.5	2	46.98	pseudogene
AC018696.1	2	68.49	pseudogene
AC018696.3	2	41.73	pseudogene
AC018696.4	2	39.58	pseudogene
AC018696.5	2	49.88	pseudogene
AC018712.2	2	56.33	pseudogene
AC018717.2	2	37.74	pseudogene
AC018720.10	7	49.48	pseudogene
AC018720.10	HG1257_PATCH	49.49	pseudogene
AC018735.1	2	57.39	pseudogene
AC018737.4	2	42.22	pseudogene
AC018737.6	2	49.1	pseudogene
AC018738.2	2	62.38	pseudogene
AC018755.16	19	51.92	pseudogene
AC018804.6	2	43.71	pseudogene
AC018804.7	2	59.03	pseudogene
AC018865.11	2	35.66	pseudogene
AC018865.5	2	56.25	pseudogene
AC018865.8	2	40.68	pseudogene
AC018865.9	2	63.89	pseudogene
AC018867.1	2	41.73	pseudogene
AC018867.2	2	37.08	protein_coding
AC018867.3	2	34.78	protein_coding
AC018880.1	2	46.77	pseudogene
AC018880.2	2	42.79	pseudogene
AC018892.3	2	39.64	pseudogene
AC018892.5	2	48.99	pseudogene
AC018892.6	2	50.85	pseudogene
AC018892.7	2	47.98	pseudogene
AC018892.8	2	45.28	pseudogene
AC018892.9	2	59.76	pseudogene
AC019050.1	2	46.54	pseudogene
AC019070.1	2	35.94	pseudogene
AC019080.1	2	42.64	pseudogene
AC019084.7	7	49.77	pseudogene
AC019097.7	2	40.82	pseudogene
AC019100.4	2	38.68	pseudogene
AC019100.7	2	48.36	pseudogene
AC019102.1	2	40.21	pseudogene
AC019109.1	2	48.61	pseudogene
AC019129.1	2	47.89	pseudogene
AC019129.2	2	47.49	pseudogene
AC019171.1	2	67.78	protein_coding
AC019171.4	2	38.38	pseudogene
AC019173.1	HSCHR4_1	36.74	protein_coding
AC019178.1	2	47.33	pseudogene
AC019178.2	2	50.54	pseudogene
AC019178.3	2	35.64	pseudogene
AC019181.3	2	54.52	pseudogene
AC019185.2	2	46.02	pseudogene
AC019185.3	2	48.3	pseudogene
AC019319.1	HSCHR17_1	51.2	protein_coding
AC019349.4	17	46.25	pseudogene
AC020550.7	2	40.49	pseudogene
AC020581.4	7	55.47	pseudogene
AC020907.1	19	52.56	protein_coding
AC020907.2	19	58.73	pseudogene
AC020910.2	19	48.69	pseudogene
AC020915.2	19	39.11	pseudogene
AC020947.2	19	50.05	pseudogene
AC020952.1	19	62.63	protein_coding
AC020956.1	19	46.91	pseudogene
AC020983.5	7	44.2	pseudogene
AC021016.7	2	51.81	pseudogene
AC021021.1	2	56.18	pseudogene
AC021593.1	17	37.59	pseudogene
AC021849.1	2	46.78	pseudogene
AC021860.1	4	43.48	protein_coding
AC021876.4	7	43.18	pseudogene
AC022002.5	3	39.71	pseudogene
AC022153.1	19	38.34	pseudogene
AC022182.2	8	46.89	pseudogene
AC022210.2	2	60.68	pseudogene
AC022382.1	3	49.28	protein_coding
AC022400.2	10	70.72	protein_coding
AC022431.1	5	43.84	pseudogene
AC022498.1	3	47.4	protein_coding
AC022532.1	10	53.01	protein_coding
AC022596.2	17	55.18	pseudogene
AC022596.6	17	55.17	pseudogene
AC022716.1	8	29.89	miRNA
AC022762.1	11	46.25	protein_coding
AC022819.2	15	46.22	pseudogene
AC023085.1	11	44.19	pseudogene
AC023128.2	2	39.9	pseudogene
AC023271.1	2	37.61	pseudogene
AC023271.2	2	47.82	pseudogene
AC023274.4	Y	37.26	pseudogene
AC023274.6	Y	63.87	pseudogene
AC023347.2	2	37.23	pseudogene
AC023449.2	15	39.61	pseudogene
AC023468.1	2	51.16	pseudogene
AC023468.2	2	56.2	pseudogene
AC023632.1	8	36.77	protein_coding
AC023669.2	7	45.21	pseudogene
AC023672.1	2	53.52	pseudogene
AC023881.1	2	43.4	pseudogene
AC024067.1	Y	42.15	pseudogene
AC024082.3	7	44.69	pseudogene
AC024082.4	7	37.39	pseudogene
AC024162.2	3	40.91	pseudogene
AC024183.3	Y	35.31	pseudogene
AC024257.1	12	31.98	protein_coding
AC024560.3	3	45.89	pseudogene
AC024580.1	19	58.59	protein_coding
AC024937.2	3	56.79	pseudogene
AC024937.4	3	41.58	pseudogene
AC024937.6	3	41.42	pseudogene
AC024940.1	12	64.42	protein_coding
AC025170.1	5	41.48	protein_coding
AC025262.1	12	35.46	protein_coding
AC025278.1	19	54.08	protein_coding
AC025287.1	16	40.68	protein_coding
AC025627.4	17	44.58	pseudogene
AC025627.7	17	49.89	pseudogene
AC025627.9	17	58.41	pseudogene
AC025750.5	2	43.78	pseudogene
AC025750.6	2	47.38	pseudogene
AC025750.7	2	49.93	pseudogene
AC025811.1	19	44.34	pseudogene
AC025811.2	19	46.68	pseudogene
AC026150.6	15	53.21	pseudogene
AC026166.2	3	35.47	pseudogene
AC026170.2	3	55.68	pseudogene
AC026185.1	3	76.44	pseudogene
AC026202.1	3	73.28	protein_coding
AC026214.2	3	61.59	pseudogene
AC026271.5	17	45.7	pseudogene
AC026310.1	12	54.78	protein_coding
AC026703.1	5	39.13	protein_coding
AC026740.1	5	63.27	protein_coding
AC026882.1	3	55.09	pseudogene
AC026954.6	17	53.57	pseudogene
AC027124.2	3	58.8	pseudogene
AC027124.3	3	52.38	pseudogene
AC027228.1	15	44.87	protein_coding
AC027307.3	19	57	protein_coding
AC027309.1	5	47.92	protein_coding
AC027612.1	2	53.6	pseudogene
AC027612.3	2	38.25	pseudogene
AC027612.4	2	47.01	pseudogene
AC027612.6	2	46.85	pseudogene
AC034102.1	12	47.2	pseudogene
AC034193.5	3	43.98	pseudogene
AC034193.7	3	45.4	pseudogene
AC034198.7	3	56.93	pseudogene
AC034228.7	5	39.05	pseudogene
AC034229.1	5	43.24	pseudogene
AC036164.1	17	48.25	protein_coding
AC037459.4	8	59.11	protein_coding
AC040160.1	16	51.88	protein_coding
AC040977.1	17	56.18	protein_coding
AC046143.6	3	52.34	pseudogene
AC048382.4	15	42.64	pseudogene
AC053503.2	2	73.68	pseudogene
AC055811.1	17	52.43	protein_coding
AC055811.5	17	55.99	pseudogene
AC055876.1	15	63.54	pseudogene
AC058791.1	7	45.48	lincRNA
AC058791.2	7	41.63	lincRNA
AC060834.2	7	58.8	pseudogene
AC061992.1	17	62.68	protein_coding
AC062016.1	2	47.02	pseudogene
AC062016.2	2	39.1	pseudogene
AC062016.3	2	36.54	pseudogene
AC062022.1	2	39.96	pseudogene
AC063976.1	5	40.7	pseudogene
AC063976.2	5	34.97	pseudogene
AC063976.7	5	43.8	pseudogene
AC063979.1	5	42.18	pseudogene
AC064826.2	2	38.92	pseudogene
AC064834.4	2	53.96	pseudogene
AC064836.3	2	60.23	pseudogene
AC064843.1	2	48.42	pseudogene
AC064843.2	2	49.83	pseudogene
AC064843.3	2	48.3	pseudogene
AC064847.4	2	42.39	pseudogene
AC064850.4	2	47.42	pseudogene
AC064852.5	2	44.08	pseudogene
AC064853.3	2	40.38	pseudogene
AC064865.2	2	45.89	pseudogene
AC064872.1	2	46.03	pseudogene
AC066692.3	2	45.73	pseudogene
AC066692.5	2	49.01	pseudogene
AC067721.2	3	39.93	pseudogene
AC067940.1	2	46.67	pseudogene
AC067945.3	2	45.43	pseudogene
AC067950.1	2	43.08	pseudogene
AC068042.1	2	50	pseudogene
AC068044.1	2	39.08	pseudogene
AC068129.2	2	44.58	pseudogene
AC068134.10	2	49.11	pseudogene
AC068134.5	2	61.64	pseudogene
AC068135.1	2	36.18	pseudogene
AC068137.1	2	62.12	pseudogene
AC068137.11	2	41.63	pseudogene
AC068137.13	2	50.34	pseudogene
AC068137.2	2	63.41	pseudogene
AC068137.5	2	40.01	pseudogene
AC068137.6	2	38.29	pseudogene
AC068137.7	2	39.21	pseudogene
AC068137.8	2	40.31	pseudogene
AC068279.2	2	47.68	pseudogene
AC068279.3	2	50	pseudogene
AC068287.1	2	47.46	pseudogene
AC068491.3	2	42.87	pseudogene
AC068491.4	2	49.76	pseudogene
AC068522.4	8	51.88	pseudogene
AC068535.1	2	54.18	pseudogene
AC068535.5	2	49.89	pseudogene
AC068538.2	2	45.43	pseudogene
AC068641.1	12	41.58	miRNA
AC068657.2	5	44.17	pseudogene
AC068704.1	Y	50.26	pseudogene
AC068831.11	15	41.28	pseudogene
AC068831.12	15	54.56	pseudogene
AC069154.4	2	49.19	pseudogene
AC069157.1	2	50.36	pseudogene
AC069213.1	3	56.04	pseudogene
AC069213.4	3	45.23	pseudogene
AC069257.6	3	42.58	pseudogene
AC069282.6	7	34.98	pseudogene
AC069547.1	10	41.17	protein_coding
AC069547.2	10	40.94	protein_coding
AC072052.7	7	48.69	pseudogene
AC072061.2	7	37.85	pseudogene
AC073043.2	2	40.08	protein_coding
AC073052.1	2	41.88	pseudogene
AC073055.2	7	36.46	pseudogene
AC073063.10	7	42.67	pseudogene
AC073065.3	2	45.39	pseudogene
AC073069.2	2	45.35	pseudogene
AC073072.6	7	38.85	pseudogene
AC073072.7	7	52.87	pseudogene
AC073082.1	2	55.33	protein_coding
AC073082.3	2	40.96	pseudogene
AC073091.2	2	45.49	pseudogene
AC073109.2	7	46.11	pseudogene
AC073135.2	3	56.71	pseudogene
AC073135.3	3	48.78	pseudogene
AC073135.4	3	57.39	pseudogene
AC073135.6	3	46.92	pseudogene
AC073135.7	3	40.44	pseudogene
AC073143.1	2	43.04	pseudogene
AC073150.4	7	53.57	pseudogene
AC073150.6	7	61.16	pseudogene
AC073188.1	7	72.04	protein_coding
AC073264.10	7	42.79	pseudogene
AC073264.6	7	60.24	pseudogene
AC073271.1	2	41.27	pseudogene
AC073310.3	7	45.92	pseudogene
AC073310.4	7	39.98	pseudogene
AC073325.2	7	50.94	pseudogene
AC073331.2	7	41.25	pseudogene
AC073342.1	7	51.52	protein_coding
AC073343.1	7	41.86	protein_coding
AC073346.2	7	37.39	protein_coding
AC073387.2	7	39.92	pseudogene
AC073410.1	2	50.08	pseudogene
AC073415.2	2	43.79	pseudogene
AC073464.10	HG686_PATCH	36.22	pseudogene
AC073464.11	2	35.89	pseudogene
AC073464.11	HG686_PATCH	35.89	pseudogene
AC073464.4	2	42.44	pseudogene
AC073464.4	HG686_PATCH	42.47	pseudogene
AC073464.6	2	38.62	pseudogene
AC073464.6	HG686_PATCH	38.62	pseudogene
AC073464.7	2	53.06	pseudogene
AC073464.7	HG686_PATCH	53.06	pseudogene
AC073465.1	2	52.8	pseudogene
AC073465.2	2	49.14	pseudogene
AC073465.3	2	46.99	pseudogene
AC073551.1	2	45.56	pseudogene
AC073610.1	12	47.48	protein_coding
AC073621.2	17	50.1	pseudogene
AC073629.2	7	45.48	pseudogene
AC073842.18	7	43.74	pseudogene
AC073850.6	7	56.86	pseudogene
AC073869.1	2	40.21	pseudogene
AC073869.10	2	40.21	pseudogene
AC073869.13	2	40.92	pseudogene
AC073869.2	2	56.92	pseudogene
AC073869.20	2	60.1	pseudogene
AC073869.7	2	38.97	pseudogene
AC073869.8	2	38.91	pseudogene
AC073869.9	2	39.7	pseudogene
AC073900.4	7	50.64	pseudogene
AC073958.2	7	46.44	pseudogene
AC073987.2	2	41.28	pseudogene
AC074008.1	2	49.66	pseudogene
AC074019.2	2	51.55	pseudogene
AC074117.13	2	47.95	pseudogene
AC074121.4	7	50.07	pseudogene
AC074182.1	2	39.68	pseudogene
AC074290.1	2	34.81	pseudogene
AC074338.4	7	52.63	pseudogene
AC074338.5	7	65.38	pseudogene
AC074367.1	2	36.8	pseudogene
AC074375.1	2	40.62	pseudogene
AC074378.1	HSCHR4_1	40.15	protein_coding
AC078855.1	3	35.63	miRNA
AC078899.1	HG730_PATCH	42.44	pseudogene
AC078899.1	19	42.44	pseudogene
AC078899.2	19	38.61	pseudogene
AC078899.2	HG730_PATCH	38.61	pseudogene
AC078899.3	19	39.89	pseudogene
AC078899.3	HG730_PATCH	39.89	pseudogene
AC078899.4	19	36.01	pseudogene
AC078899.4	HG730_PATCH	36.01	pseudogene
AC078925.1	12	56.83	protein_coding
AC078974.2	2	41.7	pseudogene
AC078994.2	2	41.84	pseudogene
AC079005.2	17	55.32	pseudogene
AC079031.1	12	68.41	protein_coding
AC079112.1	2	61.7	pseudogene
AC079150.2	2	46.15	pseudogene
AC079199.2	17	38.46	pseudogene
AC079210.1	17	43.56	protein_coding
AC079248.1	2	40.56	pseudogene
AC079250.1	2	59.7	pseudogene
AC079305.5	2	56.86	pseudogene
AC079305.9	2	41.14	pseudogene
AC079325.5	17	56.45	pseudogene
AC079325.6	17	51.51	pseudogene
AC079341.1	4	54.43	protein_coding
AC079354.2	2	40.97	protein_coding
AC079354.6	2	42.21	pseudogene
AC079395.1	2	41.6	pseudogene
AC079448.1	7	42.09	pseudogene
AC079612.1	2	52.18	protein_coding
AC079741.2	7	42.92	pseudogene
AC079753.4	2	38.99	pseudogene
AC079753.5	2	38.03	pseudogene
AC079767.3	2	50.29	pseudogene
AC079776.2	2	50.53	pseudogene
